Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Northern Mariana Islands,MNP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3254159739,3529053608,3420653805,3808697571,4129609145,4310529549,5567820449,6277905845,7101466288,7767564355,8074499652,9301291978,10279315550,11150839540,12345506137,13840207922,15663706969,17278920951,18826263606,20174740765,21774677404,23811739934,26015298628,28362380556,31050225059,33451599739,35090043503,37093252342,39168174922,
Mauritania,MRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3697618188,3891015138,4054272168,4394104523,4350571620,4877971248,5256326305,5130697376,5332569288,5826791109,5931408028,6183272442,6322846582,6825283392,7411873398,8328259413,10199312952,10768415296,11096432608,11064510832,11727781039,12535969842,13516792650,14591655218,15697264067,16087233150,16588414158,17415817943,18449706763,
Mauritius,MUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5208493719,5623464719,6126203895,6590064831,7009182671,7462990415,8024296094,8626916147,9253730750,9632433432,10655555596,11253800239,11616423100,12533258803,13427983743,14092380886,15225266059,16529635710,17758924523,18487519824,19521611695,20742028226,21878902452,23010981220,24324289338,25457900425,26724030480,28270664554,29999198598,
Malawi,MWI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4557663029,5123142427,4855653857,5452450007,4998616985,5957172969,6510098883,6873506033,7221622715,7548762659,7839147334,7612544189,7864416860,8467514908,9166816575,9761329281,10529393254,11850217363,13003654889,14194002905,15346473086,16427533196,17058320129,18260278597,19666270582,20433114172,21169672700,22434950110,23743858435,
Malaysia,MYS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23513E+11,1.39878E+11,1.55777E+11,1.75248E+11,1.95478E+11,2.19194E+11,2.45534E+11,2.68058E+11,2.51125E+11,2.70387E+11,3.0092E+11,3.09112E+11,3.3093E+11,3.56587E+11,3.91027E+11,4.24707E+11,4.61996E+11,5.04289E+11,5.38938E+11,5.34827E+11,5.81232E+11,6.24786E+11,6.71622E+11,7.15486E+11,7.72812E+11,8.20845E+11,8.64868E+11,9.33278E+11,9.99405E+11,
North America,NAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52334E+12,6.72494E+12,7.10516E+12,7.47315E+12,7.94309E+12,8.32732E+12,8.78458E+12,9.33226E+12,9.85564E+12,1.04764E+13,1.11529E+13,1.15185E+13,1.19067E+13,1.24809E+13,1.32963E+13,1.42074E+13,1.50558E+13,1.57527E+13,1.60557E+13,1.57573E+13,1.63563E+13,1.69736E+13,1.7665E+13,1.83385E+13,1.91429E+13,1.98142E+13,2.03363E+13,2.11966E+13,2.2281E+13,
Namibia,NAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5312408315,5940521401,6512717738,6561714035,6817765110,7232121671,7599570533,8056856645,8415721405,8824870852,9337218559,9654423613,10276764128,10911418707,12580001844,13299954110,14671635386,15875396839,16613044938,16789239108,18010634844,19322996885,20690409327,22235604072,24095331316,25835207465,26411068149,26679511307,27260842156,
New Caledonia,NCL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4651398951,4929117470,4712924405,4894516181,5199221986,5446560696,5735921684,5995520656,6694903395,6752937050,6806586152,7450053197,7794865801,8360423945,8594089796,9260571322,10094182441,10691493061,11944463430,11949747596,13100141933,13679116082,15593498779,16703098921,18300479019,19298366103,20470418145,21880262428,23531053923,
Nigeria,NGA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0765E+11,2.15442E+11,2.30556E+11,2.31216E+11,2.31867E+11,2.36557E+11,2.50996E+11,2.62823E+11,2.72642E+11,2.78194E+11,2.98678E+11,3.23292E+11,3.78748E+11,4.14126E+11,4.64615E+11,5.09934E+11,5.57199E+11,6.0988E+11,6.638E+11,7.22617E+11,7.89561E+11,8.48839E+11,9.01714E+11,9.7875E+11,1.06019E+12,1.09995E+12,1.094E+12,1.12378E+12,1.17139E+12,
Nicaragua,NIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8051027657,8307539287,8529687829,8697469731,9179690322,9926247173,10749278453,11368376967,11923037536,12946196259,13778475441,14497603394,14837953107,15494479192,16756876010,18018791918,19334870779,20862131420,21998633144,21436476376,22642650816,24575775914,26674196146,28479632754,30407102173,32205030041,34042833260,36311830072,35713968933,
Netherlands,NLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86252E+11,3.03151E+11,3.15349E+11,3.26881E+11,3.43747E+11,3.61891E+11,3.80252E+11,4.06101E+11,4.35223E+11,4.62797E+11,5.07629E+11,5.32638E+11,5.56285E+11,5.53474E+11,5.82516E+11,6.14044E+11,6.6972E+11,7.19103E+11,7.63408E+11,7.36694E+11,7.48363E+11,7.77881E+11,7.92042E+11,8.27476E+11,8.30319E+11,8.52113E+11,8.74312E+11,9.33708E+11,9.70605E+11,
Norway,NOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78180942392,83318016106,88262744964,92924788714,99707171449,1.06026E+11,1.1738E+11,1.26011E+11,1.24906E+11,1.36335E+11,1.6597E+11,1.7056E+11,1.72268E+11,1.75898E+11,1.95094E+11,2.20866E+11,2.52048E+11,2.63227E+11,2.94472E+11,2.67693E+11,2.83408E+11,3.0781E+11,3.28453E+11,3.4062E+11,3.39137E+11,3.14014E+11,3.04327E+11,3.28137E+11,3.48614E+11,
Nepal,NPL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14575392404,16027868352,17066297311,18143239385,20053146304,21183744845,22721023269,24279699422,25293585677,26790987594,29088066644,31152912010,31683697369,33545240082,36061428615,38478445101,40976711853,43512958533,47067320714,49576002616,52569296797,55503825717,59272944720,62803390527,67824007260,70827105300,72023121031,79194311734,86073856240,
Nauru,NRU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37560838.83,51471090.95,56354701.8,64736887.98,73811384.02,82814782.51,113100432,157330601.7,163478392.6,182453748.3,193646253,191126132.9,
New Zealand,NZL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49492829661,50909736696,52685065245,57014829586,61874510843,65781972639,68907771507,72363960725,73793768984,78923926226,83024287439,87313103274,92024844754,96521596826,1.02516E+11,1.06148E+11,1.16157E+11,1.2412E+11,1.272E+11,1.32088E+11,1.35973E+11,1.43508E+11,1.45406E+11,1.6089E+11,1.68034E+11,1.72225E+11,1.8361E+11,1.93858E+11,2.00431E+11,
OECD members,OED,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78558E+13,1.87058E+13,1.9559E+13,2.04068E+13,2.15022E+13,2.25574E+13,2.3735E+13,2.50119E+13,2.60737E+13,2.73037E+13,2.92014E+13,3.0317E+13,3.15134E+13,3.26544E+13,3.46266E+13,3.65214E+13,3.92074E+13,4.14037E+13,4.27881E+13,4.19549E+13,4.3785E+13,4.58059E+13,4.73335E+13,4.92955E+13,5.10876E+13,5.28877E+13,5.45953E+13,5.72768E+13,5.93994E+13,
Oman,OMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41208037202,45189246502,50107886627,54394824383,57709599022,61863781693,64915363026,70018972982,72678012422,73635323247,79347652247,84722819890,85115755368,84382534590,87773962405,92762136539,1.00703E+11,1.08013E+11,1.19143E+11,1.27389E+11,1.35066E+11,1.36358E+11,1.51943E+11,1.6137E+11,1.68947E+11,1.78849E+11,1.89809E+11,1.91622E+11,2.00108E+11,
Other small states,OSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23551E+11,2.39402E+11,2.55202E+11,2.71447E+11,3.06435E+11,3.3514E+11,3.8664E+11,4.38848E+11,4.86706E+11,5.04493E+11,5.54069E+11,6.11703E+11,6.46844E+11,6.7968E+11,7.11473E+11,7.38014E+11,7.6389E+11,7.95909E+11,8.29283E+11,
Pakistan,PAK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13466E+11,2.31855E+11,2.55413E+11,2.6606E+11,2.81897E+11,3.02091E+11,3.22532E+11,3.31421E+11,3.43699E+11,3.61423E+11,3.85243E+11,4.01498E+11,4.21E+11,4.496E+11,4.95725E+11,5.5036E+11,6.02042E+11,6.48092E+11,6.71939E+11,6.96234E+11,7.15663E+11,7.50693E+11,7.91922E+11,8.41247E+11,8.97233E+11,9.4973E+11,1.01318E+12,1.09129E+12,1.1765E+12,
Panama,PAN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12595539703,14247984957,15767888395,17022111427,17881113042,18575837158,19687681757,21321128204,23144010303,24397852515,25620563107,26332890182,27345698506,29024913411,32048381207,35423148162,39652853270,45597683391,51065981956,52094868683,55773286772,63380187782,70912477896,77138121839,82579824307,88247614675,93643298813,1.00501E+11,1.06546E+11,
Peru,PER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75248202377,79519339028,80891907664,87150589238,99967456146,1.09628E+11,1.1476E+11,1.243E+11,1.25207E+11,1.28913E+11,1.35346E+11,1.39169E+11,1.4908E+11,1.58173E+11,1.70486E+11,1.86845E+11,2.06992E+11,2.30659E+11,2.56606E+11,2.61396E+11,2.86476E+11,3.10965E+11,3.36387E+11,3.62323E+11,3.77972E+11,3.94451E+11,4.14539E+11,4.3306E+11,4.60436E+11,
Philippines,PHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61207E+11,1.65695E+11,1.70043E+11,1.77756E+11,1.89517E+11,2.02544E+11,2.1831E+11,2.3359E+11,2.34856E+11,2.4559E+11,2.62156E+11,2.75659E+11,2.90229E+11,3.10312E+11,3.40009E+11,3.67351E+11,3.9831E+11,4.36073E+11,4.63016E+11,4.71904E+11,5.13839E+11,5.43771E+11,5.91241E+11,6.44115E+11,6.96633E+11,7.46796E+11,8.06934E+11,8.7718E+11,9.52967E+11,
Palau,PLW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187755305.1,204619749,216092863.4,212983999,229316043.9,247083817.4,248962574.8,258019857.6,248952002.9,235974825.4,239719685.9,257909673.7,272311490.9,271260482.4,289589765,323216516.5,328471540.4,322763829,346545285.1,
Papua New Guinea,PNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6643135493,7523451000,8760577310,10600546417,11470254927,11322853666,12421887548,12142727297,11816571830,12209608493,12171131238,12423009922,12599460025,13111172875,13830536739,15166203536,15983677982,18234527748,18534509658,19946799680,22222313578,22937726619,24464328522,25847066826,29891434039,33081127777,34814036331,36025584650,36995573935,
Poland,POL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35358E+11,2.26247E+11,2.37223E+11,2.51922E+11,2.70919E+11,2.95829E+11,3.18829E+11,3.44841E+11,3.66199E+11,3.87469E+11,4.07567E+11,4.24629E+11,4.50395E+11,4.68279E+11,5.09393E+11,5.30344E+11,5.77542E+11,6.39967E+11,6.981E+11,7.34283E+11,8.00737E+11,8.6977E+11,9.07167E+11,9.40325E+11,9.73566E+11,1.02017E+12,1.05311E+12,1.13662E+12,1.19036E+12,
Pre-demographic dividend,PRE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83312E+11,6.20502E+11,6.57351E+11,6.79434E+11,6.96183E+11,7.32286E+11,7.90596E+11,8.55778E+11,9.40093E+11,1.00471E+12,1.05714E+12,1.13156E+12,1.20952E+12,1.21381E+12,1.41783E+12,1.55832E+12,1.72188E+12,1.87958E+12,2.0456E+12,2.16616E+12,2.33079E+12,2.49094E+12,2.68647E+12,2.89904E+12,3.09048E+12,3.22066E+12,3.36499E+12,3.4885E+12,3.64907E+12,
Puerto Rico,PRI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51016934699,53957589455,57706007414,61816896325,65779806577,70214157516,73154096651,78047103552,83290694685,89047181140,94016532876,1.02145E+11,1.04711E+11,1.06713E+11,1.19173E+11,1.20444E+11,1.22339E+11,1.24165E+11,1.24246E+11,1.22749E+11,1.23666E+11,1.25797E+11,1.28247E+11,1.30097E+11,1.3098E+11,1.30992E+11,1.30752E+11,1.29696E+11,1.26115E+11,
"Korea, Dem. People’s Rep.",PRK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17431E+11,1.26706E+11,1.31005E+11,1.31369E+11,1.35469E+11,1.44233E+11,1.49979E+11,1.59631E+11,1.69589E+11,1.81095E+11,1.94344E+11,2.02494E+11,2.12224E+11,2.17971E+11,2.25148E+11,2.38841E+11,2.59431E+11,2.71017E+11,2.81181E+11,2.79732E+11,2.88732E+11,2.82734E+11,2.78161E+11,2.91753E+11,2.98996E+11,3.07476E+11,3.20523E+11,3.35319E+11,3.39722E+11,
Paraguay,PRY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21741783420,23262306467,24196054618,25992029971,27958808952,30492633159,31539638112,33444652672,33844090175,33863719815,33819562141,34273108259,34807775618,36986074427,39522899265,41623497891,44944551479,48654068752,52754607305,53019652734,59614681860,63445983129,64314563840,70951911070,75808388047,78979191676,83286395428,89077357209,94399883333,
West Bank and Gaza,PSE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5493827143,6008302425,6192663063,7223403130,8351775144,9173906012,8576503072,7948579998,7065891924,8205849839,9298355300,10623378338,10517948382,11512306158,12449715872,13631308925,14907024208,17107576520,18531372869,19274712953,19603647324,20492621521,21692146591,22798598614,23523821387,
Pacific island small states,PSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4518079163,4642910207,5008110443,5269823601,5641110060,5968927019,6289953138,6300929522,6486791540,6959604575,7038879400,7296581093,7584025751,7868680482,8425047439,8855372732,9331070273,9665341710,10027047302,9949164330,10361478422,11000142955,11402093868,11962646587,12716015227,13356156645,13941517982,14811065585,15727551267,
Post-demographic dividend,PST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72223E+13,1.80024E+13,1.87423E+13,1.93691E+13,2.03471E+13,2.13407E+13,2.23661E+13,2.34925E+13,2.44104E+13,2.5594E+13,2.73508E+13,2.84541E+13,2.9602E+13,3.07006E+13,3.25242E+13,3.42916E+13,3.6686E+13,3.87085E+13,3.99136E+13,3.90439E+13,4.05992E+13,4.22369E+13,4.35434E+13,4.52802E+13,4.67724E+13,4.81855E+13,4.97061E+13,5.20262E+13,5.39936E+13,
French Polynesia,PYF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51052608717,54206187462,59018352252,62350609283,76334941510,84610485767,1.09984E+11,1.33251E+11,1.59838E+11,1.80313E+11,2.18153E+11,2.52498E+11,2.69403E+11,2.8622E+11,3.03239E+11,3.17692E+11,3.28011E+11,3.39526E+11,3.52154E+11,
Romania,ROU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22324E+11,1.10124E+11,1.02759E+11,1.06802E+11,1.13372E+11,1.22964E+11,1.29792E+11,1.25479E+11,1.24786E+11,1.25764E+11,1.31266E+11,1.44332E+11,1.55641E+11,1.62921E+11,1.92682E+11,2.04714E+11,2.44675E+11,2.85822E+11,3.44671E+11,3.38818E+11,3.43518E+11,3.60795E+11,3.79729E+11,3.95625E+11,4.10589E+11,4.28644E+11,4.70257E+11,5.20941E+11,5.49289E+11,
Russian Federation,RUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18788E+12,1.16607E+12,1.01934E+12,9.53034E+11,8.51032E+11,8.32875E+11,8.17527E+11,8.4311E+11,8.07029E+11,8.70676E+11,1.00058E+12,1.07459E+12,1.1679E+12,1.33866E+12,1.47334E+12,1.69673E+12,2.13319E+12,2.37745E+12,2.8782E+12,2.7686E+12,2.927E+12,3.47538E+12,3.69239E+12,3.76566E+12,3.76205E+12,3.52269E+12,3.53079E+12,3.78363E+12,4.05079E+12,
Rwanda,RWA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105679946,4137800563,4480636689,4214866414,2141755922,2956897497,3394817098,3931638421,4328100753,4577750373,5071850519,5622859760,6465304465,6730405989,7426358196,8375813150,9425514178,10422186154,11811422186,12645980304,13732137700,15110215757,16758336939,17856206646,19581244010,21545663391,23084077091,24947828862,27722665652,
South Asia,SAS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44743E+12,1.52562E+12,1.65048E+12,1.76279E+12,1.90892E+12,2.08404E+12,2.26738E+12,2.39231E+12,2.55336E+12,2.7902E+12,2.96848E+12,3.16356E+12,3.33269E+12,3.63963E+12,4.02042E+12,4.46627E+12,4.95557E+12,5.4585E+12,5.7421E+12,6.19345E+12,6.73935E+12,7.22946E+12,7.76965E+12,8.3849E+12,9.13746E+12,9.92188E+12,1.08001E+13,1.1767E+13,1.2845E+13,
Saudi Arabia,SAU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49828E+11,5.34833E+11,5.68834E+11,5.7437E+11,5.89913E+11,6.0356E+11,6.30821E+11,6.48782E+11,6.75067E+11,6.59042E+11,7.11677E+11,7.18482E+11,7.09271E+11,8.0366E+11,8.90977E+11,9.69939E+11,1.02716E+12,1.07423E+12,1.16357E+12,1.1483E+12,1.22022E+12,1.37024E+12,1.47209E+12,1.53836E+12,1.62471E+12,1.70952E+12,1.75708E+12,1.7772E+12,1.85754E+12,
Sudan,SDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29320577382,32588844489,35524015211,38027135347,39229969295,42454544291,45790850195,51502498278,54326131826,56821176849,61777803128,67236716113,72690085220,79766701733,85095170283,94317769103,1.06952E+11,1.22479E+11,1.34603E+11,1.40026E+11,1.46572E+11,1.46689E+11,1.50282E+11,1.5964E+11,1.67018E+11,1.77086E+11,1.87437E+11,1.9918E+11,1.98945E+11,
Senegal,SEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11347250418,12030810245,12457888898,12918940394,13192522217,14191561203,14742193578,15464899382,16561451026,17866917189,18850665184,20146614628,20599293767,22384106658,24336233100,26505246153,27979538729,30150030581,31983275852,32901461154,34470699912,35703977717,38250880671,40020575634,43474382615,46737001515,50251358109,54833442984,59863970712,
Singapore,SGP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69033137071,76141075721,83046982290,94759715185,1.07524E+11,1.17684E+11,1.28792E+11,1.41913E+11,1.40359E+11,1.50536E+11,1.67813E+11,1.6966E+11,1.79091E+11,1.9069E+11,2.15053E+11,2.38071E+11,2.67363E+11,2.99315E+11,3.10837E+11,3.13586E+11,3.63321E+11,3.94138E+11,4.1957E+11,4.4749E+11,4.73741E+11,4.92656E+11,5.12797E+11,5.41878E+11,5.71494E+11,
Solomon Islands,SLB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381082007.2,417623888.7,481347277.7,512345812.1,571396338.8,631352146.2,653232298.9,654929996.3,674115938.8,680548588.6,596494341.7,560942426.3,553860365.9,600815585.7,647213314.7,703553250.6,775196602.3,854289258.7,932795266.2,895370407.1,967480297.9,1118021979,1191371028,1248863328,1301122655,1348467478,1410334229,1487935001,1573002905,
Sierra Leone,SLE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3499517620,3702953464,3067256776,3183088556,3187748928,2994231422,3102531733,2970548952,3057604615,3040357916,3315112699,3172854164,4074482195,4536657625,4966178735,5351572537,5746408521,6376265938,6851197051,7123511944,7591812782,8239839598,9672812098,11881524097,12657966588,10158056124,10890981977,11565352170,12267060758,
El Salvador,SLV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15430518159,16190725779,17721864825,19197456238,20526939165,21949676705,22534346580,23641546747,24542187460,25434422049,26295810684,27108347965,27972462005,28937047154,29980800665,31751690460,34133233919,35702283507,37170980535,36674031664,38045886510,40322498611,42252460030,43955144235,45553149512,47142946260,48853482644,50931018430,53401257031,
San Marino,SMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314403153,1429058982,1580105824,1651141921,1781033038,1815383738,1920845636,2063043227,2177955973,2330379160,2563604590,2656596646,2333551990,2250839447,2080937193,1960753778,1934656845,1953517124,1986253337,2052148940,2122523062,,
Somalia,SOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37212461882,38813198711,42319238745,43835679803,39067161832,43039567465,46054546590,50982925664,53844334376,60186576494,68318853553,75587707688,82860899654,92849053159,91777326623,93310870855,99446628579,1.00311E+11,1.04805E+11,1.04531E+11,1.05878E+11,1.10217E+11,1.15377E+11,1.21518E+11,
Sub-Saharan Africa (excluding high income),SSA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73566E+11,9.07488E+11,9.26703E+11,9.41902E+11,9.71794E+11,1.02528E+12,1.09868E+12,1.15818E+12,1.2006E+12,1.24526E+12,1.3175E+12,1.40687E+12,1.52129E+12,1.61807E+12,1.7726E+12,1.94249E+12,2.12546E+12,2.32838E+12,2.50506E+12,2.61323E+12,2.79853E+12,2.98913E+12,3.17029E+12,3.39712E+12,3.63272E+12,3.78507E+12,3.88537E+12,4.07215E+12,4.2765E+12,
South Sudan,SSD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33085960013,35018983016,37373196835,36383425753,19993398692,23015413422,24242184131,21857270022,19625017092,,,
Sub-Saharan Africa,SSF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.74207E+11,9.0817E+11,9.27451E+11,9.42716E+11,9.72619E+11,1.02612E+12,1.09957E+12,1.1592E+12,1.20172E+12,1.24641E+12,1.3187E+12,1.40806E+12,1.52251E+12,1.61924E+12,1.77377E+12,1.94381E+12,2.12694E+12,2.33006E+12,2.50674E+12,2.6149E+12,2.80032E+12,2.9911E+12,3.17233E+12,3.39931E+12,3.63506E+12,3.78755E+12,3.88799E+12,4.07493E+12,4.27945E+12,
Small states,SST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90073E+11,3.0885E+11,3.28429E+11,3.50659E+11,3.91342E+11,4.25838E+11,4.86507E+11,5.44683E+11,5.96302E+11,6.11251E+11,6.63917E+11,7.25454E+11,7.64291E+11,8.01076E+11,8.36043E+11,8.65787E+11,8.90731E+11,9.25896E+11,9.64728E+11,
Sao Tome and Principe,STP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232359585.5,241645225.3,262312280.1,279697317.3,308868851.5,347223287.7,368151423.7,406036176.2,419058276.5,452226660.4,481978560.4,506656263.7,540370213.8,586656932.2,615452157.3,648142078.2,686029522.3,720145324.1,
